"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","nwspol","netusoft","netustm","trstplt","trstprt","trstsci","happy","health","medcrgv","gndr","agea","eisced","region","prob","stratum","psu"
"ESS10SCe03_1",10,"3.1","02.11.2023",22565,"AT",1.3326279,0.54538614,0.3817861,0.20822085,30,5,60,3,3,9,9,1,10,2,42,5,"AT31",0.0005132843,105,1143
"ESS10SCe03_1",10,"3.1","02.11.2023",22614,"AT",1.013695,0.76903117,0.3817861,0.29360542,30,5,120,5,5,10,9,2,10,1,47,7,"AT13",0.000674776,38,1309
"ESS10SCe03_1",10,"3.1","02.11.2023",22699,"AT",1.2295516,2.7358255,0.3817861,1.0445002,30,2,6666,3,3,7,9,2,7,1,60,3,"AT32",0.0005563142,115,1721
"ESS10SCe03_1",10,"3.1","02.11.2023",22716,"AT",0.75320405,0.36088395,0.3817861,0.13778049,60,5,120,0,0,5,10,1,10,2,33,7,"AT31",0.000908143,101,853
"ESS10SCe03_1",10,"3.1","02.11.2023",22744,"AT",1.056894,1.7374519,0.3817861,0.663335,50,3,6666,1,2,9,8,3,10,1,58,2,"AT13",0.0006471955,36,335
"ESS10SCe03_1",10,"3.1","02.11.2023",22753,"AT",1.5205424,1.01002,0.3817861,0.38561162,0,5,120,1,1,5,8,2,8,2,45,3,"AT13",0.00044985066,38,1628
"ESS10SCe03_1",10,"3.1","02.11.2023",22799,"AT",0.8915591,1.5889779,0.3817861,0.6066497,40,5,480,4,4,9,9,1,6,2,46,3,"AT32",0.0007672144,116,1138
"ESS10SCe03_1",10,"3.1","02.11.2023",22817,"AT",1.2295516,2.1371355,0.3817861,0.8159287,10,3,6666,3,3,6,8,1,4,2,26,5,"AT32",0.0005563142,115,351
"ESS10SCe03_1",10,"3.1","02.11.2023",22830,"AT",0.7555606,0.31077132,0.3817861,0.11864818,40,4,60,1,2,5,6,3,5,1,61,5,"AT31",0.0009053106,97,1257
"ESS10SCe03_1",10,"3.1","02.11.2023",22862,"AT",0.84631556,0.3401052,0.3817861,0.12984745,20,5,300,8,7,9,8,1,3,1,44,6,"AT31",0.00080822926,112,396
"ESS10SCe03_1",10,"3.1","02.11.2023",22876,"AT",0.5445455,0.42071217,0.3817861,0.16062208,30,5,120,2,2,9,9,2,10,2,47,7,"AT13",0.0012561247,2,582
"ESS10SCe03_1",10,"3.1","02.11.2023",22886,"AT",1.056894,0.68466824,0.3817861,0.26139683,30,5,180,2,2,10,7,2,5,2,31,3,"AT13",0.0006471955,36,230
"ESS10SCe03_1",10,"3.1","02.11.2023",22912,"AT",1.2694733,0.44668257,0.3817861,0.1705372,60,5,90,5,5,4,8,2,5,2,49,5,"AT31",0.0005388195,112,1563
"ESS10SCe03_1",10,"3.1","02.11.2023",22928,"AT",1.0883634,0.3829564,0.3817861,0.14620744,20,5,113,1,1,3,1,1,10,2,35,5,"AT21",0.00062848214,90,15
"ESS10SCe03_1",10,"3.1","02.11.2023",22950,"AT",1.022615,0.7900655,0.3817861,0.30163604,90,5,225,6,6,8,6,2,10,2,41,7,"AT13",0.00066889,12,312
"ESS10SCe03_1",10,"3.1","02.11.2023",22966,"AT",1.4104576,1.0229453,0.3817861,0.39054632,30,4,40,3,3,8,8,2,8,2,57,6,"AT12",0.00048496106,59,857
"ESS10SCe03_1",10,"3.1","02.11.2023",22973,"AT",0.97702754,0.81023675,0.3817861,0.30933714,30,5,60,0,2,10,8,2,10,1,60,3,"AT12",0.00070010003,43,261
"ESS10SCe03_1",10,"3.1","02.11.2023",22995,"AT",0.4108098,0.21331264,0.3817861,0.08143981,30,5,240,1,5,8,7,1,10,1,20,3,"AT31",0.0016650455,102,1701
"ESS10SCe03_1",10,"3.1","02.11.2023",23069,"AT",0.6818998,0.5268312,0.3817861,0.20113684,10,5,480,3,3,4,7,2,10,2,36,6,"AT13",0.0010031048,77,427
"ESS10SCe03_1",10,"3.1","02.11.2023",23093,"AT",0.4993324,0.3788145,0.3817861,0.14462611,61,3,6666,1,1,7,4,3,10,1,42,7,"AT12",0.001369863,48,270
"ESS10SCe03_1",10,"3.1","02.11.2023",23104,"AT",1.3326279,0.46890444,0.3817861,0.17902121,20,5,150,0,1,7,8,2,99,2,43,3,"AT31",0.0005132843,105,714
"ESS10SCe03_1",10,"3.1","02.11.2023",23110,"AT",0.42301053,0.9412241,0.3817861,0.3593463,60,2,6666,6,5,5,5,2,6,9,67,3,"AT32",0.0016170212,118,1204
"ESS10SCe03_1",10,"3.1","02.11.2023",23166,"AT",0.5445455,0.54426575,0.3817861,0.2077931,15,5,840,1,1,9,8,1,10,1,31,7,"AT13",0.0012561247,2,1644
"ESS10SCe03_1",10,"3.1","02.11.2023",23177,"AT",1.0113083,1.0086145,0.3817861,0.38507503,120,1,6666,0,1,6,5,3,10,2,82,3,"AT12",0.00067636836,60,724
"ESS10SCe03_1",10,"3.1","02.11.2023",23211,"AT",0.84631556,0.44711354,0.3817861,0.17070174,50,5,110,5,5,7,5,2,5,2,61,3,"AT31",0.00080822926,112,1184
"ESS10SCe03_1",10,"3.1","02.11.2023",23215,"AT",0.5196664,1.1596818,0.3817861,0.44275042,30,4,240,6,7,8,8,2,8,1,48,3,"AT33",0.0013162618,10,1033
"ESS10SCe03_1",10,"3.1","02.11.2023",23241,"AT",1.0763797,0.44272822,0.3817861,0.16902749,60,5,90,2,2,8,5,5,10,1,62,7,"AT31",0.0006354793,110,1347
"ESS10SCe03_1",10,"3.1","02.11.2023",23302,"AT",1.0592657,0.6862048,0.3817861,0.26198345,30,5,60,0,0,4,8,2,10,2,34,3,"AT12",0.00064574636,52,366
"ESS10SCe03_1",10,"3.1","02.11.2023",23315,"AT",1.1041481,2.2888358,0.3817861,0.87384576,60,5,60,2,1,8,1,4,10,2,49,7,"AT32",0.0006194975,5,494
"ESS10SCe03_1",10,"3.1","02.11.2023",23336,"AT",0.8385646,0.29506102,0.3817861,0.1126502,120,1,6666,5,5,10,8,2,10,2,82,3,"AT22",0.0008156998,70,1277
"ESS10SCe03_1",10,"3.1","02.11.2023",23341,"AT",0.5520741,4,0.3817861,1.5271444,0,4,360,7,7,10,2,3,8,1,33,1,"AT32",0.001238995,5,1710
"ESS10SCe03_1",10,"3.1","02.11.2023",23375,"AT",0.9912068,0.4354251,0.3817861,0.16623926,150,5,60,3,2,4,9,2,8,1,79,3,"AT22",0.000690085,76,354
"ESS10SCe03_1",10,"3.1","02.11.2023",23390,"AT",0.66631395,0.23445222,0.3817861,0.089510605,8,4,30,0,0,5,5,3,10,9,999,5,"AT31",0.0010265686,105,2
"ESS10SCe03_1",10,"3.1","02.11.2023",23393,"AT",1.4002106,1.0155126,0.3817861,0.3877086,30,5,180,5,5,5,7,2,5,2,59,6,"AT11",0.00048851006,67,562
"ESS10SCe03_1",10,"3.1","02.11.2023",23406,"AT",0.419355,0.85360104,0.3817861,0.325893,30,4,60,2,3,7,5,2,10,1,49,5,"AT33",0.0016311167,16,865
"ESS10SCe03_1",10,"3.1","02.11.2023",23416,"AT",0.81685305,0.35988677,0.3817861,0.13739978,90,5,180,4,4,8,8,1,9,1,50,5,"AT21",0.0008373807,93,1706
"ESS10SCe03_1",10,"3.1","02.11.2023",23464,"AT",1.4633431,1.2170941,0.3817861,0.46466962,60,5,30,6,5,10,9,2,10,1,53,3,"AT12",0.00046743444,57,1196
"ESS10SCe03_1",10,"3.1","02.11.2023",23474,"AT",1.0883634,1.807919,0.3817861,0.6902384,60,2,6666,0,0,4,10,3,10,2,67,2,"AT21",0.00062848214,90,310
"ESS10SCe03_1",10,"3.1","02.11.2023",23485,"AT",0.7616985,1.6997982,0.3817861,0.6489594,10,5,480,5,5,7,9,1,99,9,999,99,"AT33",0.0008980154,8,1089
"ESS10SCe03_1",10,"3.1","02.11.2023",23517,"AT",0.82512975,0.7185344,0.3817861,0.27432647,120,2,6666,7,4,8,8,2,9,1,74,2,"AT21",0.00082898117,92,1995
"ESS10SCe03_1",10,"3.1","02.11.2023",23546,"AT",2.9794238,4,0.3817861,1.5271444,45,5,320,0,2,8,6,3,7,2,18,2,"AT13",0.0002295803,34,300
"ESS10SCe03_1",10,"3.1","02.11.2023",23580,"AT",0.8328948,0.36695457,0.3817861,0.14009815,15,4,60,2,2,6,9,1,10,1,40,3,"AT31",0.0008212525,108,600
"ESS10SCe03_1",10,"3.1","02.11.2023",23611,"AT",1.1726104,4,0.3817861,1.5271444,30,5,120,5,6,6,8,1,7,2,15,2,"AT33",0.0005833285,14,1944
"ESS10SCe03_1",10,"3.1","02.11.2023",23630,"AT",0.43285838,0.39742565,0.3817861,0.1517316,20,5,150,2,5,9,4,2,10,2,17,2,"AT21",0.0015802328,89,308
"ESS10SCe03_1",10,"3.1","02.11.2023",23658,"AT",0.9755621,0.75749934,0.3817861,0.28920272,60,5,180,3,5,8,9,2,10,1,63,7,"AT12",0.0007011517,57,1512
"ESS10SCe03_1",10,"3.1","02.11.2023",23673,"AT",1.0393327,2.154478,0.3817861,0.8225498,180,5,600,5,3,8,8,2,10,2,38,7,"AT33",0.0006581309,10,1249
"ESS10SCe03_1",10,"3.1","02.11.2023",23700,"AT",1.815685,0.7976087,0.3817861,0.30451593,30,3,6666,3,5,6,9,2,10,1,58,3,"AT22",0.00037672668,79,843
"ESS10SCe03_1",10,"3.1","02.11.2023",23701,"AT",1.0254709,0.7437307,0.3817861,0.28394607,110,2,6666,2,2,5,7,2,7,2,57,6,"AT12",0.0006670272,50,388
"ESS10SCe03_1",10,"3.1","02.11.2023",23709,"AT",0.8328948,0.34086725,0.3817861,0.13013838,10,5,150,0,0,0,0,1,10,2,54,6,"AT31",0.0008212525,108,801
"ESS10SCe03_1",10,"3.1","02.11.2023",23746,"AT",1.8744552,4,0.3817861,1.5271444,30,5,330,0,0,5,9,2,10,1,51,2,"AT12",0.0003649151,42,444
"ESS10SCe03_1",10,"3.1","02.11.2023",23786,"AT",0.9912068,0.4354251,0.3817861,0.16623926,2,2,6666,0,0,5,7,2,10,1,66,3,"AT22",0.000690085,76,1816
"ESS10SCe03_1",10,"3.1","02.11.2023",23821,"AT",1.2324293,0.43364805,0.3817861,0.16556081,60,5,360,0,0,3,8,2,10,2,48,3,"AT31",0.0005550152,102,1981
"ESS10SCe03_1",10,"3.1","02.11.2023",23852,"AT",0.39184117,0.8718701,0.3817861,0.3328679,120,5,960,6,6,9,8,2,10,1,62,5,"AT34",0.0017456487,25,1819
"ESS10SCe03_1",10,"3.1","02.11.2023",23870,"AT",0.42315778,0.17404996,0.3817861,0.06644986,20,3,6666,3,3,5,8,3,5,1,70,5,"AT31",0.0016164585,112,1145
"ESS10SCe03_1",10,"3.1","02.11.2023",23872,"AT",0.58746153,0.5858967,0.3817861,0.22368722,90,1,6666,8,5,10,9,3,9,2,65,3,"AT13",0.0011643604,30,824
"ESS10SCe03_1",10,"3.1","02.11.2023",23876,"AT",0.33315697,0.14635193,0.3817861,0.055875137,60,1,6666,2,2,8,6,2,10,1,89,3,"AT31",0.0020531372,105,1542
"ESS10SCe03_1",10,"3.1","02.11.2023",23890,"AT",0.75320405,0.3082534,0.3817861,0.117686875,30,5,60,4,4,8,9,2,9,2,37,7,"AT31",0.000908143,101,1527
"ESS10SCe03_1",10,"3.1","02.11.2023",23905,"AT",1.7623847,1.2781831,0.3817861,0.48799255,60,5,120,5,5,9,10,1,10,2,55,7,"AT13",0.00038812016,30,1322
"ESS10SCe03_1",10,"3.1","02.11.2023",23913,"AT",1.0441425,0.55162656,0.3817861,0.21060337,90,5,90,3,3,6,9,2,9,2,61,3,"AT31",0.0006550993,104,1139
"ESS10SCe03_1",10,"3.1","02.11.2023",23917,"AT",0.72670966,0.72477365,0.3817861,0.2767085,90,5,165,7,7,10,9,3,9,2,70,3,"AT12",0.00094125204,39,2000
"ESS10SCe03_1",10,"3.1","02.11.2023",23946,"AT",0.7572235,4,0.3817861,1.5271444,120,5,120,3,3,8,9,3,5,2,59,2,"AT33",0.0009033224,7,252
"ESS10SCe03_1",10,"3.1","02.11.2023",23952,"AT",1.2606803,0.5538021,0.3817861,0.21143395,30,2,6666,3,3,7,7,2,10,1,60,5,"AT21",0.0005425777,95,1273
"ESS10SCe03_1",10,"3.1","02.11.2023",23957,"AT",1.2694733,0.43562874,0.3817861,0.166317,120,5,240,0,1,10,7,1,10,2,24,4,"AT31",0.0005388195,112,1811
"ESS10SCe03_1",10,"3.1","02.11.2023",23993,"AT",0.37660202,0.1541267,0.3817861,0.058843438,10,5,60,0,1,5,5,3,9,2,37,6,"AT31",0.001816286,101,518
"ESS10SCe03_1",10,"3.1","02.11.2023",24000,"AT",1.4534193,1.4526722,0.3817861,0.5546101,60,5,240,3,3,8,9,1,10,1,29,6,"AT12",0.00047062602,39,1648
"ESS10SCe03_1",10,"3.1","02.11.2023",24005,"AT",2.376633,1.5396111,0.3817861,0.5878022,120,5,600,0,0,0,3,1,10,2,17,99,"AT13",0.00028780926,23,1017
"ESS10SCe03_1",10,"3.1","02.11.2023",24057,"AT",0.98824126,0.64019424,0.3817861,0.24441728,20,5,60,3,2,7,9,2,6,2,18,99,"AT13",0.0006921559,37,1015
"ESS10SCe03_1",10,"3.1","02.11.2023",24138,"AT",0.5520741,1.123752,0.3817861,0.42903292,60,5,180,4,4,8,8,2,10,1,44,5,"AT32",0.001238995,5,1601
"ESS10SCe03_1",10,"3.1","02.11.2023",24142,"AT",0.66631395,0.35201776,0.3817861,0.1343955,120,5,60,3,5,5,8,2,10,2,67,5,"AT31",0.0010265686,105,572
"ESS10SCe03_1",10,"3.1","02.11.2023",24173,"AT",0.8915591,1.8147765,0.3817861,0.6928565,60,5,540,4,4,8,8,2,7,1,50,7,"AT32",0.0007672144,116,1991
"ESS10SCe03_1",10,"3.1","02.11.2023",24200,"AT",1.0113083,0.6717613,0.3817861,0.25646913,90,5,180,1,1,3,6,2,10,2,37,5,"AT12",0.00067636836,60,140
"ESS10SCe03_1",10,"3.1","02.11.2023",24216,"AT",2.4036357,2.4023995,0.3817861,0.91720283,120,5,360,7,7,9,8,2,10,1,28,6,"AT13",0.00028457597,27,827
"ESS10SCe03_1",10,"3.1","02.11.2023",24231,"AT",0.8794577,1.5674103,0.3817861,0.5984155,60,5,60,3,3,3,5,5,10,2,46,3,"AT33",0.0007777713,14,1423
"ESS10SCe03_1",10,"3.1","02.11.2023",24294,"AT",0.9459853,0.9272906,0.3817861,0.35402668,15,5,390,0,0,6,7,1,10,1,28,5,"AT11",0.0007230736,63,181
"ESS10SCe03_1",10,"3.1","02.11.2023",24299,"AT",0.89532566,1.5329123,0.3817861,0.5852446,60,5,150,5,5,7,8,1,8,1,44,2,"AT31",0.00076398684,103,885
"ESS10SCe03_1",10,"3.1","02.11.2023",24300,"AT",0.98824126,0.7673449,0.3817861,0.29296163,180,5,240,4,4,9,10,2,10,1,68,5,"AT13",0.0006921559,37,1695
"ESS10SCe03_1",10,"3.1","02.11.2023",24310,"AT",1.2868482,0.45279622,0.3817861,0.1728713,45,5,120,3,3,8,9,1,5,2,45,5,"AT21",0.00053154444,88,1708
"ESS10SCe03_1",10,"3.1","02.11.2023",24318,"AT",1.2749285,2.8367922,0.3817861,1.0830479,120,3,6666,4,4,7,1,1,8,1,59,3,"AT32",0.00053651404,3,1407
"ESS10SCe03_1",10,"3.1","02.11.2023",24344,"AT",0.74520546,0.39369655,0.3817861,0.15030788,60,4,30,1,0,7,9,2,2,2,61,5,"AT31",0.00091789046,107,1588
"ESS10SCe03_1",10,"3.1","02.11.2023",24418,"AT",1.2295516,2.7358255,0.3817861,1.0445002,60,5,120,2,2,6,5,3,10,1,57,3,"AT32",0.0005563142,115,1606
"ESS10SCe03_1",10,"3.1","02.11.2023",24450,"AT",0.7824281,0.32182205,0.3817861,0.12286719,85,5,300,0,1,2,6,2,10,1,61,7,"AT31",0.0008742234,111,1360
"ESS10SCe03_1",10,"3.1","02.11.2023",24467,"AT",0.6093921,0.6090789,0.3817861,0.23253787,30,5,240,1,2,8,10,2,10,1,30,6,"AT13",0.0011224579,29,186
"ESS10SCe03_1",10,"3.1","02.11.2023",24488,"AT",1.1333407,0.4978634,0.3817861,0.19007733,30,5,30,1,4,8,9,2,10,1,56,3,"AT31",0.00060354045,97,686
"ESS10SCe03_1",10,"3.1","02.11.2023",24500,"AT",0.36335483,0.36238682,0.3817861,0.13835426,150,1,6666,2,1,99,5,3,3,2,85,55,"AT12",0.0018825041,39,1263
"ESS10SCe03_1",10,"3.1","02.11.2023",24513,"AT",1.089091,0.8456521,0.3817861,0.32285824,120,5,180,4,4,7,8,2,10,1,69,7,"AT13",0.00062806235,2,177
"ESS10SCe03_1",10,"3.1","02.11.2023",24520,"AT",0.9372276,0.77723145,0.3817861,0.29673618,40,1,6666,1,1,4,5,4,7,1,59,3,"AT12",0.0007298302,42,546
"ESS10SCe03_1",10,"3.1","02.11.2023",24539,"AT",1.6657896,0.5716275,0.3817861,0.21823944,60,5,660,5,5,4,7,3,3,2,27,5,"AT31",0.00041062626,108,882
"ESS10SCe03_1",10,"3.1","02.11.2023",24615,"AT",1.055126,0.95436674,0.3817861,0.36436397,10,5,120,2,3,5,9,1,0,2,31,7,"AT12",0.00064827997,61,701
"ESS10SCe03_1",10,"3.1","02.11.2023",24616,"AT",0.84631556,0.3717763,0.3817861,0.14193903,30,4,60,0,0,3,7,2,10,1,56,3,"AT31",0.00080822926,112,1001
"ESS10SCe03_1",10,"3.1","02.11.2023",24620,"AT",0.8929693,0.36728927,0.3817861,0.14022595,60,5,60,5,5,9,8,1,8,1,80,7,"AT22",0.0007660028,73,1789
"ESS10SCe03_1",10,"3.1","02.11.2023",24693,"AT",1.013695,0.840645,0.3817861,0.3209466,90,5,150,3,3,4,8,2,8,1,71,5,"AT13",0.000674776,38,1615
"ESS10SCe03_1",10,"3.1","02.11.2023",24708,"AT",0.82100284,1.3637965,0.3817861,0.5206786,30,1,6666,3,3,7,6,2,10,2,85,1,"AT21",0.00083314814,94,1132
"ESS10SCe03_1",10,"3.1","02.11.2023",24723,"AT",1.0883634,0.41812915,0.3817861,0.1596359,120,4,120,6,5,10,8,1,10,2,62,6,"AT21",0.00062848214,90,106
"ESS10SCe03_1",10,"3.1","02.11.2023",24732,"AT",1.6325451,0.6560637,0.3817861,0.250476,120,2,6666,1,2,6,9,2,10,1,999,7,"AT21",0.0004189881,90,1800
"ESS10SCe03_1",10,"3.1","02.11.2023",24739,"AT",1.1178081,1.4252903,0.3817861,0.5441561,60,5,60,0,0,5,10,3,10,2,51,2,"AT31",0.000611927,107,1427
"ESS10SCe03_1",10,"3.1","02.11.2023",24772,"AT",1.6325451,1.4989091,0.3817861,0.5722627,30,5,150,0,3,6,5,1,10,2,16,2,"AT21",0.0004189881,90,1573
"ESS10SCe03_1",10,"3.1","02.11.2023",24788,"AT",1.0113083,0.78525573,0.3817861,0.29979974,90,5,240,2,3,9,8,2,10,1,81,5,"AT12",0.00067636836,60,359
"ESS10SCe03_1",10,"3.1","02.11.2023",24899,"AT",1.2578468,0.4316388,0.3817861,0.1647937,179,5,299,0,0,8,6,1,10,2,25,5,"AT22",0.0005437999,70,1717
"ESS10SCe03_1",10,"3.1","02.11.2023",24917,"AT",0.7262741,0.37711704,0.3817861,0.14397804,20,5,300,0,1,4,5,2,4,1,27,3,"AT22",0.0009418166,79,576
"ESS10SCe03_1",10,"3.1","02.11.2023",24934,"AT",1.0441425,0.5421696,0.3817861,0.20699282,120,5,240,3,3,8,8,1,10,1,26,5,"AT31",0.0006550993,104,439
"ESS10SCe03_1",10,"3.1","02.11.2023",24958,"AT",0.86571676,0.3802989,0.3817861,0.14519285,90,5,90,2,0,5,8,2,10,1,56,3,"AT21",0.0007901164,89,1881
"ESS10SCe03_1",10,"3.1","02.11.2023",24977,"AT",0.7122245,1.2693591,0.3817861,0.4846237,120,5,480,3,2,7,8,1,10,2,52,4,"AT34",0.0009603952,22,2002
"ESS10SCe03_1",10,"3.1","02.11.2023",25026,"AT",0.78368235,1.7488568,0.3817861,0.66768926,30,4,45,4,2,7,8,2,7,9,999,99,"AT34",0.00087282434,25,1063
"ESS10SCe03_1",10,"3.1","02.11.2023",25027,"AT",1.0393327,2.154478,0.3817861,0.8225498,60,5,540,7,5,9,7,2,10,2,47,7,"AT33",0.0006581309,10,1817
"ESS10SCe03_1",10,"3.1","02.11.2023",25044,"AT",0.83871,1.8716556,0.3817861,0.71457213,10,4,480,0,1,7,3,1,10,1,54,3,"AT33",0.00081555836,16,1175
"ESS10SCe03_1",10,"3.1","02.11.2023",25074,"AT",1.4002106,1.1611781,0.3817861,0.44332168,60,4,35,4,3,6,8,2,8,1,60,3,"AT11",0.00048851006,67,1353
"ESS10SCe03_1",10,"3.1","02.11.2023",25085,"AT",0.36313704,0.13951048,0.3817861,0.053263165,180,5,120,3,3,9,8,2,10,2,68,6,"AT22",0.0018836332,79,536
"ESS10SCe03_1",10,"3.1","02.11.2023",25099,"AT",0.72670966,0.72477365,0.3817861,0.2767085,20,5,60,0,0,4,2,2,10,2,59,5,"AT12",0.00094125204,39,957
"ESS10SCe03_1",10,"3.1","02.11.2023",25140,"AT",1.1917695,0.9883207,0.3817861,0.37732714,180,4,300,1,2,9,2,5,6,1,62,55,"AT13",0.00057395076,34,232
"ESS10SCe03_1",10,"3.1","02.11.2023",25141,"AT",0.83871,1.6320764,0.3817861,0.6231041,90,4,140,2,2,8,10,2,10,2,71,5,"AT33",0.00081555836,16,561
"ESS10SCe03_1",10,"3.1","02.11.2023",25225,"AT",1.1907401,0.45746052,0.3817861,0.17465208,40,5,60,4,4,8,8,1,10,2,64,6,"AT22",0.0005744469,80,605
"ESS10SCe03_1",10,"3.1","02.11.2023",25238,"AT",1.4772202,3.952968,0.3817861,1.5091883,15,5,180,1,0,5,8,3,8,2,59,3,"AT34",0.00046304334,19,962
"ESS10SCe03_1",10,"3.1","02.11.2023",25253,"AT",1.665785,0.5861305,0.3817861,0.22377649,20,5,300,3,3,8,7,2,10,2,999,3,"AT31",0.00041062743,105,365
"ESS10SCe03_1",10,"3.1","02.11.2023",25259,"AT",0.5441817,0.21868795,0.3817861,0.083492026,60,5,180,3,1,9,8,1,10,1,35,7,"AT21",0.0012569643,90,522
"ESS10SCe03_1",10,"3.1","02.11.2023",25408,"AT",0.5871483,0.310194,0.3817861,0.11842776,60,2,6666,4,4,5,10,3,10,2,61,4,"AT22",0.0011649816,72,924
"ESS10SCe03_1",10,"3.1","02.11.2023",25437,"AT",0.9459853,2.9665058,0.3817861,1.1325707,80,5,30,5,5,4,5,1,10,2,64,2,"AT11",0.0007230736,63,1660
"ESS10SCe03_1",10,"3.1","02.11.2023",25440,"AT",0.66631395,0.34598282,0.3817861,0.13209143,60,5,600,3,2,8,9,2,4,1,31,5,"AT31",0.0010265686,105,1533
"ESS10SCe03_1",10,"3.1","02.11.2023",25445,"AT",0.5520741,1.4773222,0.3817861,0.5640211,30,1,6666,0,3,10,10,1,0,2,82,4,"AT32",0.001238995,5,1521
"ESS10SCe03_1",10,"3.1","02.11.2023",25543,"AT",0.84602106,2.268789,0.3817861,0.86619216,60,5,360,3,2,8,10,1,10,1,27,6,"AT32",0.0008085106,118,1690
"ESS10SCe03_1",10,"3.1","02.11.2023",25556,"AT",0.9193351,0.7102721,0.3817861,0.27117202,60,5,60,2,2,9,6,3,10,2,37,5,"AT12",0.0007440344,49,810
"ESS10SCe03_1",10,"3.1","02.11.2023",25560,"AT",1.8386703,1.8023344,0.3817861,0.6881063,90,5,180,3,2,9,6,1,10,1,24,4,"AT12",0.0003720172,49,1722
"ESS10SCe03_1",10,"3.1","02.11.2023",25587,"AT",1.7623847,1.3370196,0.3817861,0.5104555,60,5,480,5,3,9,10,1,10,1,48,7,"AT13",0.00038812016,30,1965
"ESS10SCe03_1",10,"3.1","02.11.2023",25622,"AT",2.383539,1.8082528,0.3817861,0.69036585,30,5,60,2,1,9,2,3,10,1,53,6,"AT13",0.00028697538,34,543
"ESS10SCe03_1",10,"3.1","02.11.2023",25659,"AT",0.8385646,0.401783,0.3817861,0.15339518,10,5,300,2,4,10,10,1,8,2,32,6,"AT22",0.0008156998,70,551
"ESS10SCe03_1",10,"3.1","02.11.2023",25726,"AT",0.923806,0.48805258,0.3817861,0.1863317,90,5,60,2,2,5,7,2,8,2,70,3,"AT22",0.0007404336,75,1131
"ESS10SCe03_1",10,"3.1","02.11.2023",25737,"AT",1.0883634,0.5214698,0.3817861,0.19908991,60,4,420,4,5,9,8,1,10,2,33,7,"AT21",0.00062848214,90,912
"ESS10SCe03_1",10,"3.1","02.11.2023",25739,"AT",0.39184117,0.8718701,0.3817861,0.3328679,90,4,30,6,3,7,9,2,7,1,66,3,"AT34",0.0017456487,25,488
"ESS10SCe03_1",10,"3.1","02.11.2023",25770,"AT",0.8216196,0.36092773,0.3817861,0.13779719,210,5,390,10,10,10,0,1,10,1,57,5,"AT31",0.00083252275,102,995
"ESS10SCe03_1",10,"3.1","02.11.2023",25785,"AT",2.6112077,2.609864,0.3817861,0.99640983,60,5,180,6,6,10,7,2,10,1,23,6,"AT13",0.00026195426,45,1062
"ESS10SCe03_1",10,"3.1","02.11.2023",25791,"AT",0.44864893,0.8730426,0.3817861,0.33331555,270,5,300,5,5,7,7,1,8,2,69,7,"AT32",0.0015246152,4,68
"ESS10SCe03_1",10,"3.1","02.11.2023",25832,"AT",0.98824126,0.6564388,0.3817861,0.25061923,60,5,240,2,0,6,9,2,10,2,50,5,"AT13",0.0006921559,37,54
"ESS10SCe03_1",10,"3.1","02.11.2023",25875,"AT",0.47015256,0.46086127,0.3817861,0.17595044,60,4,840,2,2,4,8,1,5,1,26,3,"AT12",0.0014548831,59,485
"ESS10SCe03_1",10,"3.1","02.11.2023",25909,"AT",0.93347377,0.93098694,0.3817861,0.3554379,60,1,6666,2,2,8,9,1,7,2,57,3,"AT11",0.00073276507,67,38
"ESS10SCe03_1",10,"3.1","02.11.2023",25910,"AT",1.0240833,0.8492604,0.3817861,0.32423583,120,5,180,3,6,7,4,4,10,1,78,5,"AT12",0.00066793105,58,1050
"ESS10SCe03_1",10,"3.1","02.11.2023",25977,"AT",1.0393327,2.3193636,0.3817861,0.88550085,60,5,480,0,0,3,8,3,10,1,54,3,"AT33",0.0006581309,10,269
"ESS10SCe03_1",10,"3.1","02.11.2023",25982,"AT",0.8216196,0.43406644,0.3817861,0.16572054,15,4,30,2,0,6,6,2,5,2,65,5,"AT31",0.00083252275,102,90
"ESS10SCe03_1",10,"3.1","02.11.2023",26058,"AT",0.8349567,0.36678666,0.3817861,0.14003405,120,5,60,4,3,4,2,2,4,1,72,3,"AT31",0.0008192245,99,680
"ESS10SCe03_1",10,"3.1","02.11.2023",26062,"AT",0.9372276,0.84772736,0.3817861,0.32365054,20,5,120,2,2,7,8,2,5,2,30,5,"AT12",0.0007298302,42,809
"ESS10SCe03_1",10,"3.1","02.11.2023",26076,"AT",0.82100284,0.28888172,0.3817861,0.110291034,20,5,630,2,2,5,5,2,8,2,41,5,"AT21",0.00083314814,94,1481
"ESS10SCe03_1",10,"3.1","02.11.2023",26102,"AT",0.4786133,1.5008788,0.3817861,0.5730147,70,1,6666,4,4,6,5,2,7,2,77,2,"AT11",0.0014291642,64,1408
"ESS10SCe03_1",10,"3.1","02.11.2023",26107,"AT",1.1333407,0.499324,0.3817861,0.19063497,60,5,30,3,3,9,6,3,9,1,48,4,"AT31",0.00060354045,97,1749
"ESS10SCe03_1",10,"3.1","02.11.2023",26119,"AT",0.72670966,0.5642719,0.3817861,0.21543118,60,1,6666,0,3,9,7,3,10,9,66,5,"AT12",0.00094125204,39,1350
